№партии,к стали,с подплавл,в нахлест
п060317,29.4,NaN,29.2
п030417,30.2,NaN,30
п060617,29.8,NaN,30.4
п080717,35,NaN,34.7
п160817,32.5,NaN,30.9
п031017,34.2,NaN,31.7
п210418,36.9,NaN,37.9
п100618,32.8,NaN,33.1
п110818,39.4,NaN,39.8
п051018,29.6,NaN,29.2
п050219(25.02.19),30.8,NaN,31
П110519(16.05.19),29.8,NaN,29.9
п110619(18.06.19),29.9,NaN,30.4
